@relation all-data-pacman-weka.filters.unsupervised.attribute.Remove-R20-23-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R5

@attribute pacmanDirec=West numeric
@attribute pacmanDirec=East numeric
@attribute pacmanDirec=North numeric
@attribute pacmanDirec=South numeric
@attribute pacmanXpos numeric
@attribute pacmanYpos numeric
@attribute LivingGhost1=True numeric
@attribute LivingGhost2=True numeric
@attribute LivingGhost3=True numeric
@attribute LivingGhost4=True numeric
@attribute ghost1XPos numeric
@attribute ghost1YPos numeric
@attribute ghost2XPos numeric
@attribute ghost2YPos numeric
@attribute ghost3XPos numeric
@attribute ghost3YPos numeric
@attribute ghost4XPos numeric
@attribute ghost4YPos numeric
@attribute ghost1Dist numeric
@attribute ghost2Dist numeric
@attribute ghost3Dist numeric
@attribute ghost4Dist numeric
@attribute action {West,East,North,South,Stop}

@data
0,1,0,0,0.375,0.25,1,1,1,1,0.642857,0.857143,0.647059,0.6,0.541667,0.8,0.652174,0.857143,0.212121,0.588235,0.478261,0.4,East
0,1,0,0,0.416667,0.25,1,1,1,1,0.642857,0.857143,0.647059,0.6,0.541667,0.8,0.652174,0.857143,0.242424,0.529412,0.434783,0.371429,East
0,0,1,0,0.291667,0.7,1,1,1,1,0.642857,0.857143,0.647059,0.6,0.541667,0.8,0.652174,0.857143,0.121212,0.411765,0.347826,0.314286,East
0,1,0,0,0.333333,0.7,1,1,1,1,0.642857,0.857143,0.647059,0.6,0.541667,0.8,0.652174,0.857143,0.090909,0.352941,0.304348,0.285714,East
0,1,0,0,0.375,0.7,1,1,1,1,0.642857,0.857143,0.647059,0.6,0.541667,0.8,0.652174,0.857143,0.060606,0.294118,0.26087,0.257143,East
0,1,0,0,0.416667,0.7,1,1,1,1,0.642857,0.857143,0.647059,0.6,0.541667,0.8,0.652174,0.857143,0.090909,0.235294,0.217391,0.228571,East
0,1,0,0,0.458333,0.7,1,1,1,1,0.642857,0.857143,0.647059,0.6,0.541667,0.8,0.652174,0.857143,0.121212,0.176471,0.173913,0.2,East
1,0,0,0,0.375,0.6,0,0,1,1,0,0,0.058824,0,0.541667,0.8,0.652174,0.857143,0,0,0.173913,0.2,East
0,1,0,0,0.416667,0.6,0,0,1,1,0,0,0.058824,0,0.541667,0.8,0.652174,0.857143,0,0,0.130435,0.171429,East
0,1,0,0,0.458333,0.6,0,0,1,1,0,0,0.058824,0,0.541667,0.8,0.652174,0.857143,0,0,0.086957,0.142857,East
0,1,0,0,0.5,0.6,0,0,1,1,0,0,0.058824,0,0.541667,0.8,0.652174,0.857143,0,0,0.043478,0.114286,East
0,1,0,0,0.541667,0.6,0,0,0,1,0,0,0.058824,0,0.166667,0,0.652174,0.857143,0,0,0,0.085714,East
0,1,0,0,0.583333,0.6,0,0,0,1,0,0,0.058824,0,0.166667,0,0.652174,0.857143,0,0,0,0.057143,East
0,1,0,0,0.625,0.6,0,0,0,1,0,0,0.058824,0,0.166667,0,0.652174,0.857143,0,0,0,0.028571,East
0,0,1,0,0.458333,0.55,1,1,1,1,0.285714,0.5,0.235294,0.55,0.458333,0.333333,0.478261,0.785714,0.333333,0.352941,0.26087,0.057143,East
0,0,0,1,0,0.35,0,1,0,0,0,0,0.294118,0.3,0.166667,0,0.217391,0,0,0.411765,0,0,East
0,1,0,0,0.041667,0.35,0,1,0,0,0,0,0.235294,0.3,0.166667,0,0.217391,0,0,0.294118,0,0,East
0,1,0,0,0.083333,0.35,0,1,0,0,0,0,0.176471,0.3,0.166667,0,0.217391,0,0,0.176471,0,0,East
0,1,0,0,0.125,0.35,0,1,0,0,0,0,0.117647,0.3,0.166667,0,0.217391,0,0,0.058824,0,0,East
1,0,0,0,0.125,0.4,0,0,1,1,0,0,0.058824,0,0.916667,0.666667,1,0.928571,0,0,0.913043,0.771429,East
0,1,0,0,0.166667,0.4,0,0,1,1,0,0,0.058824,0,0.875,0.666667,1,1,0,0,0.826087,0.714286,East
0,1,0,0,0.208333,0.4,0,0,1,1,0,0,0.058824,0,0.875,0.6,0.956522,1,0,0,0.73913,0.657143,East
0,1,0,0,0.25,0.4,0,0,1,1,0,0,0.058824,0,0.875,0.666667,0.913043,1,0,0,0.73913,0.6,East
0,1,0,0,0.291667,0.4,0,0,1,1,0,0,0.058824,0,0.875,0.733333,0.913043,0.928571,0,0,0.73913,0.6,East
0,1,0,0,0.333333,0.4,0,0,1,1,0,0,0.058824,0,0.916667,0.733333,0.913043,1,0,0,0.73913,0.542857,East
0,1,0,0,0.375,0.4,0,0,1,1,0,0,0.058824,0,0.875,0.733333,0.869565,1,0,0,0.652174,0.485714,East
0,1,0,0,0.416667,0.4,0,0,1,1,0,0,0.058824,0,0.875,0.8,0.869565,0.928571,0,0,0.652174,0.485714,East
0,1,0,0,0.458333,0.4,0,0,1,1,0,0,0.058824,0,0.833333,0.8,0.913043,0.928571,0,0,0.565217,0.428571,East
0,1,0,0,0.5,0.4,0,0,1,1,0,0,0.058824,0,0.833333,0.733333,0.869565,0.928571,0,0,0.478261,0.428571,East
0,1,0,0,0.541667,0.4,0,0,1,1,0,0,0.058824,0,0.875,0.733333,0.913043,0.928571,0,0,0.478261,0.4,East
0,1,0,0,0.583333,0.4,0,0,1,1,0,0,0.058824,0,0.875,0.8,0.913043,0.928571,0,0,0.478261,0.342857,East
0,1,0,0,0.625,0.4,0,0,1,1,0,0,0.058824,0,0.916667,0.8,0.869565,0.928571,0,0,0.478261,0.342857,East
0,0,1,0,0.666667,0.6,0,0,1,1,0,0,0.058824,0,1,0.866667,0.913043,0.857143,0,0,0.391304,0.2,East
0,1,0,0,0.708333,0.6,0,0,1,1,0,0,0.058824,0,1,0.933333,0.913043,0.928571,0,0,0.391304,0.2,East
0,1,0,0,0.75,0.6,0,0,1,1,0,0,0.058824,0,1,0.933333,0.913043,1,0,0,0.347826,0.2,East
0,1,0,0,0.791667,0.6,0,0,1,1,0,0,0.058824,0,0.958333,0.933333,0.956522,1,0,0,0.26087,0.142857,East
0,1,0,0,0.833333,0.6,0,0,1,1,0,0,0.058824,0,0.958333,0.866667,0.913043,1,0,0,0.173913,0.085714,East
0,0,1,0,0.875,0.65,0,0,1,1,0,0,0.058824,0,0.958333,0.733333,0.913043,0.928571,0,0,0.173913,0.057143,East
0,1,0,0,0.916667,0.65,0,0,1,1,0,0,0.058824,0,0.958333,0.8,0.956522,0.928571,0,0,0.086957,0.057143,East
0,0,1,0,0,0.2,1,1,1,1,0,0.642857,0,0.3,0,0.533333,0,0.5,0.151515,0.176471,0.173913,0.085714,East
0,0,1,0,0.041667,0.3,1,1,1,1,0.071429,0.571429,0,0.45,0,0.6,0.043478,0.5,0.060606,0.176471,0.173913,0.057143,East
0,0,0,1,0,0.35,1,0,0,0,0.214286,0.571429,0.058824,0,0.166667,0,0.217391,0,0.121212,0,0,0,East
0,1,0,0,0.041667,0.35,1,0,0,0,0.142857,0.571429,0.058824,0,0.166667,0,0.217391,0,0.060606,0,0,0,East
1,0,0,0,0.041667,0.55,1,1,1,1,0.642857,0.214286,0.470588,0.45,0.75,0.666667,0.826087,0.5,0.484848,0.588235,0.782609,0.628571,East
0,0,0,1,0.041667,0.5,1,1,1,1,0.642857,0.285714,0.470588,0.4,0.75,0.666667,0.782609,0.5,0.424242,0.588235,0.73913,0.571429,East
0,1,0,0,0.083333,0.5,1,1,1,1,0.642857,0.214286,0.470588,0.4,0.75,0.666667,0.73913,0.5,0.424242,0.529412,0.695652,0.571429,East
0,1,0,0,0.125,0.5,1,1,1,1,0.642857,0.214286,0.411765,0.4,0.791667,0.666667,0.782609,0.5,0.393939,0.411765,0.695652,0.514286,East
0,1,0,0,0.166667,0.5,1,1,1,1,0.642857,0.214286,0.411765,0.45,0.791667,0.733333,0.782609,0.571429,0.363636,0.294118,0.695652,0.514286,East
0,1,0,0,0.208333,0.5,1,1,1,1,0.642857,0.214286,0.411765,0.5,0.791667,0.733333,0.826087,0.571429,0.333333,0.176471,0.652174,0.457143,East
0,1,0,0,0.25,0.5,1,1,1,1,0.571429,0.214286,0.411765,0.45,0.75,0.733333,0.782609,0.571429,0.272727,0.176471,0.565217,0.457143,East
0,0,0,1,0.291667,0.45,1,1,1,1,0.642857,0.285714,0.470588,0.5,0.833333,0.733333,0.826087,0.642857,0.212121,0.176471,0.652174,0.4,East
0,0,1,0,0.333333,0.5,1,1,1,1,0.642857,0.357143,0.470588,0.5,0.791667,0.733333,0.826087,0.5,0.181818,0.058824,0.521739,0.4,East
0,0,0,1,0.375,0.25,1,0,1,1,0.785714,0.285714,0.058824,0,0.875,0.666667,0.826087,0.5,0.090909,0,0.73913,0.4,East
0,0,0,1,0.375,0.2,1,0,1,1,0.714286,0.285714,0.058824,0,0.916667,0.666667,0.826087,0.571429,0.030303,0,0.826087,0.457143,East
0,1,0,0,0.416667,0.2,0,0,1,1,0,0,0.058824,0,0.916667,0.666667,0.869565,0.571429,0,0,0.782609,0.4,East
0,1,0,0,0.458333,0.2,0,0,1,1,0,0,0.058824,0,0.875,0.666667,0.869565,0.5,0,0,0.695652,0.4,East
0,1,0,0,0.5,0.2,0,0,1,1,0,0,0.058824,0,0.875,0.6,0.913043,0.5,0,0,0.608696,0.4,East
0,1,0,0,0.541667,0.2,0,0,1,1,0,0,0.058824,0,0.875,0.666667,0.913043,0.571429,0,0,0.608696,0.4,East
0,1,0,0,0.583333,0.2,0,0,1,1,0,0,0.058824,0,0.875,0.733333,0.913043,0.642857,0,0,0.608696,0.371429,East
0,1,0,0,0.625,0.2,0,0,1,1,0,0,0.058824,0,0.875,0.666667,0.913043,0.642857,0,0,0.521739,0.342857,East
0,1,0,0,0.666667,0.2,0,0,1,1,0,0,0.058824,0,0.916667,0.666667,0.913043,0.642857,0,0,0.521739,0.342857,East
0,1,0,0,0.708333,0.2,0,0,1,1,0,0,0.058824,0,0.916667,0.733333,0.913043,0.714286,0,0,0.521739,0.342857,East
0,1,0,0,0.75,0.2,0,0,1,1,0,0,0.058824,0,0.875,0.733333,0.913043,0.785714,0,0,0.434783,0.285714,East
0,1,0,0,0.791667,0.2,0,0,1,1,0,0,0.058824,0,0.833333,0.733333,0.913043,0.714286,0,0,0.347826,0.257143,East
0,1,0,0,0.833333,0.2,0,0,1,1,0,0,0.058824,0,0.791667,0.733333,0.913043,0.714286,0,0,0.347826,0.228571,East
0,1,0,0,0.875,0.2,0,0,1,1,0,0,0.058824,0,0.791667,0.666667,0.913043,0.714286,0,0,0.347826,0.171429,East
0,0,0,1,0.833333,0.4,0,0,1,1,0,0,0.058824,0,0.875,0.4,0.869565,0.714286,0,0,0.130435,0.057143,East
0,0,1,0,0.875,0.45,0,0,0,1,0,0,0.058824,0,0.166667,0,0.913043,0.714286,0,0,0,0.028571,East
0,0,1,0,0.875,0.55,0,0,0,1,0,0,0.058824,0,0.166667,0,0.913043,0.642857,0,0,0,0.057143,East
0,0,1,0,0.333333,0.25,1,1,1,1,0.642857,0.857143,0.764706,0.7,0.583333,0.933333,0.652174,0.857143,0.242424,0.882353,0.652174,0.428571,East
0,1,0,0,0.375,0.25,1,1,1,1,0.642857,0.857143,0.764706,0.75,0.583333,1,0.652174,0.857143,0.212121,0.882353,0.652174,0.4,East
0,1,0,0,0.416667,0.25,1,1,1,1,0.642857,0.857143,0.764706,0.7,0.583333,0.933333,0.652174,0.857143,0.242424,0.764706,0.565217,0.342857,East
0,0,1,0,0.291667,0.7,1,1,1,1,0.857143,0.857143,0.823529,0.85,0.541667,0.933333,0.565217,0.857143,0.212121,0.647059,0.26087,0.228571,East
0,1,0,0,0.333333,0.7,1,1,1,1,0.857143,0.928571,0.882353,0.85,0.541667,0.933333,0.521739,0.857143,0.151515,0.647059,0.217391,0.228571,East
0,1,0,0,0.375,0.7,1,1,1,1,0.857143,0.928571,0.882353,0.85,0.5,0.933333,0.565217,0.857143,0.121212,0.588235,0.130435,0.171429,East
0,1,0,0,0.416667,0.7,1,1,1,1,0.857143,1,0.941176,0.85,0.541667,0.933333,0.521739,0.857143,0.060606,0.588235,0.130435,0.114286,East
0,1,0,0,0.458333,0.7,1,1,1,1,0.857143,1,0.941176,0.85,0.541667,0.933333,0.521739,0.928571,0.030303,0.529412,0.086957,0.085714,East
0,0,1,0,0.5,0.7,0,1,0,0,0.071429,0.142857,0.882353,0.85,0.208333,0,0.217391,0,0.69697,0.411765,0,0,East
0,1,0,0,0.541667,0.7,0,1,0,0,0,0.142857,0.823529,0.85,0.208333,0,0.173913,0,0.757576,0.294118,0,0,East
0,0,1,0,0.583333,0.85,0,1,0,0,0,0,0.941176,0.85,0.166667,0,0.217391,0,0,0.176471,0,0,East
0,1,0,0,0.625,0.85,0,1,0,0,0,0.071429,0.941176,0.9,0.208333,0,0.26087,0,0.939394,0.176471,0,0,East
0,1,0,0,0.666667,0.85,0,1,0,0,0,0,0.941176,0.95,0.166667,0,0.304348,0,0,0.176471,0,0,East
0,0,1,0,0.458333,0.6,1,1,1,1,0.142857,0.214286,0.176471,0.5,0.541667,0.533333,0.521739,0.857143,0.545455,0.529412,0.26087,0.085714,East
0,1,0,0,0.5,0.6,1,1,1,1,0.142857,0.214286,0.235294,0.5,0.541667,0.466667,0.521739,0.785714,0.575758,0.529412,0.26087,0.028571,East
0,0,0,1,0.458333,0.2,1,1,0,0,0,0.142857,0.352941,0.45,0.166667,0,0.217391,0,0.393939,0.529412,0,0,East
0,0,1,0,0,0.35,0,1,0,0,0,0,0.411765,0.6,0.166667,0,0.217391,0,0,0.764706,0,0,East
0,1,0,0,0.041667,0.35,0,1,0,0,0,0,0.352941,0.6,0.166667,0,0.217391,0,0,0.647059,0,0,East
0,1,0,0,0.083333,0.35,0,1,0,0,0,0,0.352941,0.65,0.166667,0,0.217391,0,0,0.647059,0,0,East
0,1,0,0,0.125,0.35,0,1,0,0,0,0,0.352941,0.6,0.166667,0,0.217391,0,0,0.529412,0,0,East
0,1,0,0,0.166667,0.35,0,1,0,0,0,0,0.294118,0.6,0.166667,0,0.217391,0,0,0.411765,0,0,East
0,0,1,0,0.208333,0.55,0,1,0,0,0,0,0.352941,0.55,0.166667,0,0.217391,0,0,0.117647,0,0,East
0,0,1,0,0.208333,0.6,0,1,0,0,0,0,0.294118,0.55,0.166667,0,0.217391,0,0,0.117647,0,0,East
1,0,0,0,0.083333,0.15,1,0,1,1,0.071429,0.142857,0.058824,0,0.708333,0.533333,1,0.857143,0.060606,0,0.869565,0.914286,East
1,0,0,0,0,0.1,0,0,1,1,0,0,0.058824,0,0.666667,0.466667,1,1,0,0,0.913043,1,East
0,0,1,0,0,0.15,0,0,1,1,0,0,0.058824,0,0.625,0.466667,0.956522,1,0,0,0.826087,0.971429,East
0,1,0,0,0.041667,0.15,0,0,1,1,0,0,0.058824,0,0.625,0.466667,0.956522,1,0,0,0.782609,0.914286,East
0,1,0,0,0.083333,0.15,0,0,1,1,0,0,0.058824,0,0.583333,0.466667,0.913043,1,0,0,0.695652,0.885714,East
0,1,0,0,0.125,0.15,0,0,1,1,0,0,0.058824,0,0.583333,0.4,0.913043,1,0,0,0.608696,0.857143,East
0,1,0,0,0.166667,0.15,0,0,1,1,0,0,0.058824,0,0.583333,0.466667,0.913043,1,0,0,0.608696,0.857143,East
0,1,0,0,0.208333,0.15,0,0,1,1,0,0,0.058824,0,0.625,0.466667,0.956522,1,0,0,0.608696,0.8,East
0,1,0,0,0.25,0.15,0,0,1,1,0,0,0.058824,0,0.625,0.4,0.956522,0.928571,0,0,0.521739,0.742857,East
0,0,1,0,0.291667,0.3,0,0,1,1,0,0,0.058824,0,0.625,0.4,0.913043,0.928571,0,0,0.347826,0.657143,East
0,1,0,0,0.333333,0.3,0,0,1,1,0,0,0.058824,0,0.625,0.4,0.956522,0.928571,0,0,0.304348,0.628571,East
0,1,0,0,0.375,0.3,0,0,1,1,0,0,0.058824,0,0.583333,0.4,0.956522,0.928571,0,0,0.217391,0.571429,East
0,1,0,0,0.416667,0.3,0,0,1,1,0,0,0.058824,0,0.625,0.4,0.956522,0.857143,0,0,0.217391,0.542857,East
0,1,0,0,0.458333,0.3,0,0,1,1,0,0,0.058824,0,0.583333,0.4,0.956522,0.857143,0,0,0.130435,0.514286,East
0,1,0,0,0.5,0.3,0,0,1,1,0,0,0.058824,0,0.541667,0.4,0.956522,0.857143,0,0,0.043478,0.457143,East
0,1,0,0,0.541667,0.3,0,0,0,1,0,0,0.058824,0,0.166667,0,0.956522,0.785714,0,0,0,0.4,East
0,1,0,0,0.583333,0.3,0,0,0,1,0,0,0.058824,0,0.166667,0,0.913043,0.785714,0,0,0,0.342857,East
0,0,1,0,0.625,0.4,0,0,0,1,0,0,0.058824,0,0.166667,0,0.913043,0.714286,0,0,0,0.257143,East
0,1,0,0,0.666667,0.4,0,0,0,1,0,0,0.058824,0,0.166667,0,0.913043,0.714286,0,0,0,0.257143,East
0,1,0,0,0.708333,0.4,0,0,0,1,0,0,0.058824,0,0.166667,0,0.956522,0.714286,0,0,0,0.228571,East
0,1,0,0,0.75,0.4,0,0,0,1,0,0,0.058824,0,0.166667,0,0.956522,0.714286,0,0,0,0.2,East
0,1,0,0,0.791667,0.4,0,0,0,1,0,0,0.058824,0,0.166667,0,0.956522,0.714286,0,0,0,0.142857,East
0,1,0,0,0.833333,0.4,0,0,0,1,0,0,0.058824,0,0.166667,0,0.913043,0.714286,0,0,0,0.085714,East
0,1,0,0,0.875,0.4,0,0,0,1,0,0,0.058824,0,0.166667,0,0.913043,0.642857,0,0,0,0.057143,East
0,0,1,0,0,0.2,1,1,1,1,0,0.428571,0.058824,0.35,0.041667,0.466667,0.130435,0.428571,0.060606,0.294118,0.173913,0.2,East
0,1,0,0,0.041667,0.2,1,1,1,1,0,0.5,0,0.35,0.041667,0.466667,0.173913,0.428571,0.121212,0.176471,0.130435,0.142857,East
0,0,1,0,0.083333,0.25,1,1,1,1,0.071429,0.428571,0,0.4,0.041667,0.466667,0.173913,0.285714,0.060606,0.235294,0.130435,0.085714,East
0,1,0,0,0.125,0.25,1,1,1,1,0.071429,0.5,0,0.35,0.041667,0.4,0.173913,0.357143,0.121212,0.235294,0.130435,0.085714,East
0,1,0,0,0.166667,0.25,1,1,1,1,0.142857,0.5,0,0.4,0.041667,0.333333,0.173913,0.285714,0.121212,0.352941,0.130435,0.085714,East
0,0,0,1,0.208333,0.2,1,1,1,0,0.214286,0.428571,0.058824,0.4,0,0.333333,0.217391,0,0.121212,0.411765,0.26087,0,East
0,0,1,0,0.166667,0.3,1,1,1,0,0.357143,0.428571,0.176471,0.45,0.041667,0.333333,0.217391,0,0.030303,0.176471,0.173913,0,East
0,0,1,0,0,0.35,0,1,1,0,0,0,0.176471,0.25,0.125,0.533333,0.217391,0,0,0.352941,0.173913,0,East
0,0,1,0,0,0.4,0,1,1,0,0,0,0.176471,0.25,0.125,0.6,0.217391,0,0,0.411765,0.173913,0,East
0,1,0,0,0.041667,0.4,0,1,1,0,0,0,0.176471,0.3,0.166667,0.6,0.217391,0,0,0.294118,0.173913,0,East
0,1,0,0,0.083333,0.4,0,1,1,0,0,0,0.176471,0.3,0.125,0.6,0.217391,0,0,0.235294,0.086957,0,East
0,1,0,0,0.125,0.4,0,1,1,0,0,0,0.117647,0.3,0.166667,0.6,0.217391,0,0,0.117647,0.086957,0,East
0,0,0,1,0.125,0.35,0,1,1,0,0,0,0.235294,0.3,0.041667,0.533333,0.217391,0,0,0.176471,0.130435,0,East
0,1,0,0,0.166667,0.35,0,1,1,0,0,0,0.235294,0.25,0.041667,0.533333,0.217391,0,0,0.176471,0.173913,0,East
0,0,0,0,0.125,0.55,1,1,1,1,0.571429,0.142857,0.588235,0.3,0.708333,0.733333,0.869565,0.571429,0.424242,0.764706,0.608696,0.571429,East
0,1,0,0,0.166667,0.55,1,1,1,1,0.642857,0.142857,0.588235,0.35,0.708333,0.733333,0.826087,0.571429,0.424242,0.647059,0.565217,0.571429,East
0,1,0,0,0.208333,0.55,1,1,1,1,0.642857,0.142857,0.588235,0.4,0.708333,0.666667,0.826087,0.5,0.393939,0.529412,0.565217,0.571429,East
0,1,0,0,0.25,0.55,1,1,1,1,0.642857,0.214286,0.588235,0.35,0.75,0.666667,0.869565,0.5,0.333333,0.529412,0.565217,0.571429,East
0,1,0,0,0.291667,0.55,1,1,1,1,0.642857,0.214286,0.588235,0.3,0.75,0.733333,0.869565,0.428571,0.30303,0.529412,0.478261,0.542857,East
0,0,0,1,0.333333,0.2,1,1,1,1,0.785714,0.285714,0.647059,0.2,0.791667,0.6,0.913043,0.428571,0.090909,0.235294,0.695652,0.428571,East
0,1,0,0,0.375,0.2,1,1,1,1,0.785714,0.214286,0.647059,0.25,0.75,0.6,0.913043,0.357143,0.090909,0.235294,0.608696,0.371429,East
0,0,0,1,0.416667,0.15,1,1,1,1,0.714286,0.285714,0.588235,0.2,0.75,0.666667,0.869565,0.357143,0.030303,0.117647,0.652174,0.371429,East
1,0,0,0,0.416667,0.2,1,0,1,1,0.785714,0.357143,0.058824,0,0.791667,0.666667,0.913043,0.285714,0.060606,0,0.652174,0.342857,East
0,0,1,0,0.416667,0.25,1,0,1,1,0.857143,0.357143,0.058824,0,0.75,0.666667,0.913043,0.285714,0.060606,0,0.565217,0.342857,East
0,1,0,0,0.458333,0.25,1,0,1,1,0.928571,0.357143,0.058824,0,0.791667,0.666667,0.869565,0.285714,0.060606,0,0.565217,0.314286,East
0,1,0,0,0.5,0.25,1,0,1,1,0.928571,0.285714,0.058824,0,0.791667,0.666667,0.869565,0.285714,0.060606,0,0.521739,0.314286,East
0,0,0,1,0.541667,0.2,1,0,1,1,1,0.357143,0.058824,0,0.75,0.6,0.869565,0.214286,0.060606,0,0.434783,0.228571,East
0,1,0,0,0.583333,0.2,1,0,1,1,0.928571,0.357143,0.058824,0,0.708333,0.6,0.826087,0.214286,0.060606,0,0.347826,0.2,East
0,0,1,0,0.625,0.4,0,0,1,1,0,0,0.058824,0,0.708333,0.533333,0.913043,0.142857,0,0,0.086957,0.342857,East
0,0,1,0,0.625,0.45,0,0,1,1,0,0,0.058824,0,0.666667,0.533333,0.869565,0.142857,0,0,0.086957,0.371429,East
0,0,0,1,0.666667,0.35,0,0,0,1,0,0,0.058824,0,0.166667,0,0.869565,0.142857,0,0,0,0.257143,East
0,1,0,0,0.708333,0.35,0,0,0,1,0,0,0.058824,0,0.166667,0,0.869565,0.214286,0,0,0,0.228571,East
0,1,0,0,0.75,0.35,0,0,0,1,0,0,0.058824,0,0.166667,0,0.869565,0.214286,0,0,0,0.171429,East
0,0,0,1,0.791667,0.2,0,0,0,1,0,0,0.058824,0,0.166667,0,0.869565,0.214286,0,0,0,0.085714,East
0,0,0,1,0.791667,0.15,0,0,0,1,0,0,0.058824,0,0.166667,0,0.869565,0.214286,0,0,0,0.028571,East
0,0,1,0,0.333333,0.25,1,1,1,1,0.857143,0.857143,0.588235,0.75,0.5,0.866667,0.652174,0.857143,0.333333,0.764706,0.521739,0.4,East
0,1,0,0,0.375,0.25,1,1,1,1,0.857143,0.857143,0.588235,0.75,0.541667,0.866667,0.608696,0.857143,0.30303,0.705882,0.521739,0.342857,East
0,1,0,0,0.416667,0.25,1,1,1,1,0.857143,0.857143,0.588235,0.75,0.541667,0.8,0.565217,0.857143,0.272727,0.647059,0.434783,0.314286,East
0,0,1,0,0.291667,0.7,1,0,1,1,0.785714,0.857143,0.058824,0,0.625,0.8,0.608696,0.857143,0.181818,0,0.434783,0.314286,East
0,1,0,0,0.333333,0.7,1,0,1,1,0.857143,0.857143,0.058824,0,0.625,0.8,0.652174,0.857143,0.181818,0,0.391304,0.257143,East
0,1,0,0,0.375,0.7,1,0,1,1,0.785714,0.857143,0.117647,0,0.666667,0.8,0.608696,0.857143,0.121212,0,0.391304,0.257143,East
0,1,0,0,0.416667,0.7,1,0,1,1,0.785714,0.857143,0.176471,0,0.666667,0.8,0.652174,0.857143,0.090909,0,0.347826,0.228571,East
0,1,0,0,0.458333,0.7,1,0,1,1,0.785714,0.857143,0.235294,0,0.666667,0.8,0.652174,0.857143,0.060606,0,0.304348,0.171429,East
0,0,0,1,0.5,0.65,0,0,1,1,0,0,0.235294,0,0.666667,0.8,0.608696,0.857143,0,0,0.217391,0.142857,East
0,0,0,1,0.541667,0.6,0,0,1,1,0.071429,0,0.294118,0,0.666667,0.8,0.652174,0.857143,0,0,0.130435,0.085714,East
0,1,0,0,0.583333,0.6,0,0,1,1,0.071429,0,0.352941,0,0.666667,0.8,0.652174,0.857143,0,0,0.086957,0.057143,East
0,1,0,0,0.625,0.6,0,0,1,1,0,0,0.411765,0,0.666667,0.8,0.652174,0.857143,0,0,0.043478,0.028571,East
0,0,0,0,0.458333,0.45,1,1,1,1,0.285714,0.357143,0.176471,0.55,0.5,0.333333,0.478261,0.785714,0.333333,0.529412,0.217391,0.085714,North
0,0,1,0,0.458333,0.5,1,1,1,1,0.285714,0.357143,0.176471,0.55,0.5,0.333333,0.478261,0.785714,0.363636,0.470588,0.26087,0.057143,North
1,0,0,0,0.166667,0.25,0,1,0,0,0,0,0.176471,0.55,0.166667,0,0.217391,0,0,0.352941,0,0,North
0,0,1,0,0.166667,0.3,0,1,0,0,0,0,0.176471,0.55,0.166667,0,0.217391,0,0,0.294118,0,0,North
0,1,0,0,0.208333,0.35,0,1,0,0,0,0,0.176471,0.55,0.166667,0,0.217391,0,0,0.294118,0,0,North
0,0,1,0,0.208333,0.4,0,1,0,0,0,0,0.176471,0.55,0.166667,0,0.217391,0,0,0.235294,0,0,North
0,0,1,0,0.208333,0.45,0,1,0,0,0,0,0.176471,0.55,0.166667,0,0.217391,0,0,0.176471,0,0,North
0,0,1,0,0.208333,0.5,0,1,0,0,0,0,0.176471,0.55,0.166667,0,0.217391,0,0,0.117647,0,0,North
0,0,0,0,0.416667,0.45,1,1,1,1,0.285714,0.285714,0.294118,0.45,0.833333,0.533333,1,0.928571,0.333333,0.235294,0.478261,0.514286,North
0,1,0,0,0.291667,0.15,0,0,1,1,0,0,0.058824,0,0.833333,0.533333,1,0.928571,0,0,0.782609,0.771429,North
0,0,1,0,0.291667,0.2,0,0,1,1,0,0,0.058824,0,0.833333,0.533333,1,0.928571,0,0,0.73913,0.742857,North
0,1,0,0,0.458333,0.25,0,0,1,1,0,0,0.058824,0,0.833333,0.533333,1,0.928571,0,0,0.521739,0.6,North
0,0,1,0,0.458333,0.3,0,0,1,1,0,0,0.058824,0,0.833333,0.533333,1,0.928571,0,0,0.478261,0.571429,North
0,1,0,0,0.583333,0.35,0,0,1,1,0,0,0.058824,0,0.833333,0.533333,1,0.928571,0,0,0.304348,0.457143,North
0,1,0,0,1,0.4,0,0,0,1,0,0,0.058824,0,0.166667,0,1,0.928571,0,0,0,0.142857,North
0,0,1,0,1,0.45,0,0,0,1,0,0,0.058824,0,0.166667,0,1,0.928571,0,0,0,0.114286,North
0,0,1,0,1,0.5,0,0,0,1,0,0,0.058824,0,0.166667,0,1,0.928571,0,0,0,0.085714,North
0,0,1,0,1,0.55,0,0,0,1,0,0,0.058824,0,0.166667,0,1,0.928571,0,0,0,0.057143,North
0,0,1,0,1,0.6,0,0,0,1,0,0,0.058824,0,0.166667,0,1,0.928571,0,0,0,0.028571,North
0,0,0,0,0,0.1,1,1,1,1,0,0.642857,0,0.35,0.041667,0.533333,0.043478,0.428571,0.212121,0.352941,0.304348,0.171429,North
0,0,1,0,0,0.15,1,1,1,1,0,0.642857,0,0.35,0.041667,0.533333,0.043478,0.428571,0.181818,0.294118,0.26087,0.142857,North
0,1,0,0,0.083333,0.2,1,1,1,1,0,0.642857,0,0.35,0.041667,0.533333,0.043478,0.428571,0.212121,0.235294,0.217391,0.057143,North
