@relation all-data-pacman-weka.filters.unsupervised.attribute.Remove-R20-23-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.Remove-R15-18-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6

@attribute pacmanXpos {'\'(-inf-3.4]\'','\'(3.4-5.8]\'','\'(5.8-8.2]\'','\'(8.2-10.6]\'','\'(10.6-13]\'','\'(13-15.4]\'','\'(15.4-17.8]\'','\'(17.8-20.2]\'','\'(20.2-22.6]\'','\'(22.6-inf)\''}
'\'(13-15.4]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(8.5-10]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(15.4-17.8]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(8.5-10]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(15.4-17.8]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(8.5-10]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(17.8-20.2]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(8.5-10]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(17.8-20.2]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(8.5-10]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(17.8-20.2]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(8.5-10]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(20.2-22.6]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(20.2-22.6]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(22.6-inf)\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(22.6-inf)\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(-inf-3.4]\'','\'(3-5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(9.4-10.8]\'','\'(-inf-3.7]\'','\'(7-9]\'','\'(-inf-3.4]\'','\'(8.5-10]\'','\'(-inf-4.3]\'','\'(6.6-8]\'',East
'\'(3.4-5.8]\'','\'(3-5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(8-9.4]\'','\'(2.4-3.8]\'','\'(10.5-12.2]\'','\'(5-7]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(5.8-8.2]\'','\'(3-5]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(8-9.4]\'','\'(2.4-3.8]\'','\'(10.5-12.2]\'','\'(5-7]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(5.8-8.2]\'','\'(-inf-3]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(8-9.4]\'','\'(2.4-3.8]\'','\'(10.5-12.2]\'','\'(5-7]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(8.2-10.6]\'','\'(-inf-3]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(10.5-12.2]\'','\'(5-7]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(8.2-10.6]\'','\'(-inf-3]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(10.5-12.2]\'','\'(5-7]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(10.6-13]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(10.6-13]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(13-15.4]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(13-15.4]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(15.4-17.8]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(15.4-17.8]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(17.8-20.2]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(17.8-20.2]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(17.8-20.2]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(20.2-22.6]\'','\'(5-7]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(8.2-10.6]\'','\'(5-7]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(12.2-13.6]\'','\'(12.2-13.9]\'','\'(11-13]\'','\'(13-15.4]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(5-7]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(12.2-13.6]\'','\'(12.2-13.9]\'','\'(11-13]\'','\'(13-15.4]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(8.2-10.6]\'','\'(13-15]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(12.2-13.6]\'','\'(12.2-13.9]\'','\'(11-13]\'','\'(13-15.4]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(8.2-10.6]\'','\'(13-15]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(12.2-13.6]\'','\'(12.2-13.9]\'','\'(11-13]\'','\'(13-15.4]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(13-15]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(12.2-13.6]\'','\'(12.2-13.9]\'','\'(11-13]\'','\'(13-15.4]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(13-15]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(12.2-13.6]\'','\'(12.2-13.9]\'','\'(11-13]\'','\'(13-15.4]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(11-13]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(13-15.4]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(11-13]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(13-15.4]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(10.6-13]\'','\'(11-13]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(13-15.4]\'','\'(11.5-13]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(13-15.4]\'','\'(11-13]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(13-15.4]\'','\'(11-13]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(15.4-17.8]\'','\'(11-13]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(15.8-18.1]\'','\'(12.2-13.6]\'',East
'\'(-inf-3.4]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(5.4-7.1]\'','\'(5-7]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(6.6-8.9]\'','\'(-inf-2.4]\'',East
'\'(-inf-3.4]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(3.7-5.4]\'','\'(5-7]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(6.6-8.9]\'','\'(-inf-2.4]\'',East
'\'(3.4-5.8]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(3.7-5.4]\'','\'(5-7]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(6.6-8.9]\'','\'(-inf-2.4]\'',East
'\'(3.4-5.8]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(10-11.5]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(5.8-8.2]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(8.5-10]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(5.8-8.2]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(10-11.5]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(5.8-8.2]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(11.5-13]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(8.2-10.6]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(22.6-inf)\'','\'(11.5-13]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(8.2-10.6]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(13.6-inf)\'',East
'\'(10.6-13]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(13.6-inf)\'',East
'\'(10.6-13]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(11.5-13]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(10.6-13]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(13.6-inf)\'',East
'\'(13-15.4]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(11.5-13]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(13-15.4]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(11.5-13]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(15.4-17.8]\'','\'(7-9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(22.6-inf)\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(13.6-inf)\'',East
'\'(17.8-20.2]\'','\'(11-13]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(22.6-inf)\'','\'(14.5-inf)\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(17.8-20.2]\'','\'(11-13]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(22.6-inf)\'','\'(14.5-inf)\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(17.8-20.2]\'','\'(11-13]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(22.6-inf)\'','\'(14.5-inf)\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(20.2-22.6]\'','\'(11-13]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(22.6-inf)\'','\'(13-14.5]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(22.6-inf)\'','\'(13-15]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(22.6-inf)\'','\'(11.5-13]\'','\'(22.7-inf)\'','\'(13.6-inf)\'',East
'\'(-inf-3.4]\'','\'(7-9]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(2.4-3.8]\'','\'(8-9.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(3.4-5.8]\'','\'(-inf-2.5]\'','\'(6.6-8.9]\'','\'(-inf-2.4]\'',East
'\'(-inf-3.4]\'','\'(9-11]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(3.8-5.2]\'','\'(8.8-10.5]\'','\'(7-9]\'','\'(17.8-20.2]\'','\'(10-11.5]\'','\'(18.1-20.4]\'','\'(6.6-8]\'',East
'\'(3.4-5.8]\'','\'(9-11]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(3.8-5.2]\'','\'(8.8-10.5]\'','\'(7-9]\'','\'(17.8-20.2]\'','\'(10-11.5]\'','\'(18.1-20.4]\'','\'(6.6-8]\'',East
'\'(3.4-5.8]\'','\'(9-11]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(3.8-5.2]\'','\'(8.8-10.5]\'','\'(9-11]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(18.1-20.4]\'','\'(8-9.4]\'',East
'\'(5.8-8.2]\'','\'(9-11]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(9.4-10.8]\'','\'(3.8-5.2]\'','\'(8.8-10.5]\'','\'(9-11]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(5.8-8.2]\'','\'(9-11]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(8-9.4]\'','\'(3.8-5.2]\'','\'(8.8-10.5]\'','\'(9-11]\'','\'(17.8-20.2]\'','\'(11.5-13]\'','\'(18.1-20.4]\'','\'(8-9.4]\'',East
'\'(10.6-13]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(22.6-inf)\'','\'(10-11.5]\'','\'(20.4-22.7]\'','\'(8-9.4]\'',East
'\'(10.6-13]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(10-11.5]\'','\'(20.4-22.7]\'','\'(6.6-8]\'',East
'\'(10.6-13]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(8.5-10]\'','\'(22.7-inf)\'','\'(6.6-8]\'',East
'\'(13-15.4]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(10-11.5]\'','\'(22.7-inf)\'','\'(8-9.4]\'',East
'\'(13-15.4]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(11.5-13]\'','\'(22.7-inf)\'','\'(9.4-10.8]\'',East
'\'(15.4-17.8]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(10-11.5]\'','\'(22.7-inf)\'','\'(9.4-10.8]\'',East
'\'(15.4-17.8]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(22.6-inf)\'','\'(10-11.5]\'','\'(22.7-inf)\'','\'(9.4-10.8]\'',East
'\'(17.8-20.2]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(22.6-inf)\'','\'(11.5-13]\'','\'(22.7-inf)\'','\'(10.8-12.2]\'',East
'\'(17.8-20.2]\'','\'(3-5]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-2.4]\'','\'(-inf-2.4]\'','\'(-inf-3.7]\'','\'(-inf-3]\'','\'(20.2-22.6]\'','\'(11.5-13]\'','\'(22.7-inf)\'','\'(10.8-12.2]\'',East
