@relation var5_nonorm_nobalanced-weka.filters.unsupervised.attribute.Remove-R16-19

@attribute pacmanDirec {West,East,North,South,Stop}
@attribute pacmanXpos numeric
@attribute pacmanYpos numeric
@attribute LivingGhost1 {False,True}
@attribute LivingGhost2 {False,True}
@attribute LivingGhost3 {False,True}
@attribute LivingGhost4 {False,True}
@attribute ghost1XPos numeric
@attribute ghost1YPos numeric
@attribute ghost2XPos numeric
@attribute ghost2YPos numeric
@attribute ghost3XPos numeric
@attribute ghost3YPos numeric
@attribute ghost4XPos numeric
@attribute ghost4YPos numeric
@attribute action {West,East,North,South,Stop}

@data
West,7,4,True,False,True,True,1,3,3,1,18,9,24,15,West
West,6,4,True,False,True,True,2,3,3,1,18,9,24,14,West
West,5,4,True,False,True,True,3,3,3,1,18,8,24,13,West
West,4,4,True,False,True,True,3,3,3,1,18,9,25,13,West
West,3,4,True,False,True,True,2,3,3,1,18,9,25,13,East
South,3,3,True,False,True,True,2,3,3,1,18,8,25,14,West
West,2,3,False,False,True,True,1,1,3,1,18,8,25,15,West
West,1,3,False,False,True,True,1,1,3,1,17,8,25,15,East
North,1,4,False,False,True,True,1,1,3,1,16,8,24,15,East
East,2,4,False,False,True,True,1,1,3,1,16,8,24,15,East
East,3,4,False,False,True,True,1,1,3,1,15,8,23,15,East
East,4,4,False,False,True,True,1,1,3,1,15,7,23,15,East
East,5,4,False,False,True,True,1,1,3,1,15,8,23,15,East
East,6,4,False,False,True,True,1,1,3,1,16,8,24,15,East
East,7,4,False,False,True,True,1,1,3,1,16,7,24,14,East
East,8,4,False,False,True,True,1,1,3,1,15,7,23,14,North
North,8,5,False,False,True,True,1,1,3,1,16,7,23,13,North
North,8,6,False,False,True,True,1,1,3,1,15,7,23,14,North
North,8,7,False,False,True,True,1,1,3,1,16,7,23,14,East
East,9,7,False,False,True,True,1,1,3,1,16,7,24,14,East
East,10,7,False,False,True,True,1,1,3,1,15,7,24,14,East
East,11,7,False,False,True,True,1,1,3,1,16,7,24,13,East
East,12,7,False,False,True,True,1,1,3,1,15,7,24,13,East
East,13,7,False,False,True,True,1,1,3,1,14,7,24,13,East
East,14,7,False,False,False,True,1,1,3,1,5,1,24,12,East
East,15,7,False,False,False,True,1,1,3,1,5,1,23,12,East
East,16,7,False,False,False,True,1,1,3,1,5,1,23,11,North
North,16,8,False,False,False,True,1,1,3,1,5,1,23,11,North
North,16,9,False,False,False,True,1,1,3,1,5,1,23,11,East
East,17,9,False,False,False,True,1,1,3,1,5,1,23,11,East
East,18,9,False,False,False,True,1,1,3,1,5,1,24,11,East
East,19,9,False,False,False,True,1,1,3,1,5,1,24,11,East
East,20,9,False,False,False,True,1,1,3,1,5,1,24,11,East
East,21,9,False,False,False,True,1,1,3,1,5,1,23,11,East
East,22,9,False,False,False,True,1,1,3,1,5,1,23,10,East
East,23,9,False,False,False,True,1,1,3,1,5,1,23,10,North
Stop,1,3,True,True,True,True,1,10,2,8,2,9,3,7,Stop
Stop,1,3,True,True,True,True,1,9,2,8,2,9,3,7,North
North,1,4,True,True,True,True,1,8,3,8,2,8,4,7,North
North,1,5,True,True,True,True,1,7,3,8,2,8,5,7,East
East,2,5,True,True,True,True,1,8,2,8,2,8,6,7,East
East,3,5,True,True,True,True,1,7,2,8,1,8,6,6,North
North,3,6,True,True,True,True,2,7,2,9,2,8,6,5,East
East,4,6,True,True,True,True,2,8,2,8,2,7,6,6,East
East,5,6,True,True,True,True,3,8,2,9,2,6,6,5,East
East,6,6,True,True,True,True,3,7,2,9,1,6,7,5,South
South,6,5,True,True,True,False,4,7,3,9,1,6,7,1,East
East,7,5,True,True,True,False,5,7,4,9,2,6,7,1,West
West,6,5,True,True,True,False,5,6,4,10,2,6,7,1,West
West,5,5,True,True,True,False,6,6,4,10,1,6,7,1,North
North,5,6,True,True,True,False,6,7,4,10,1,6,7,1,North
North,5,7,True,True,True,False,6,7,5,10,2,6,7,1,East
East,6,7,False,True,True,False,1,1,5,9,2,5,7,1,West
West,5,7,False,True,True,False,1,1,5,8,1,5,7,1,West
West,4,7,False,True,True,False,1,1,5,9,1,6,7,1,South
South,4,6,False,True,True,False,1,1,5,8,1,7,7,1,West
West,3,6,False,True,True,False,1,1,5,7,1,8,7,1,West
West,2,6,False,True,True,False,1,1,6,7,1,9,7,1,West
West,1,6,False,True,True,False,1,1,6,6,2,9,7,1,North
North,1,7,False,True,True,False,1,1,5,6,3,9,7,1,North
North,1,8,False,True,True,False,1,1,5,6,4,9,7,1,East
North,1,9,False,True,True,False,1,1,5,6,4,10,7,1,East
East,2,9,False,True,True,False,1,1,5,7,5,10,7,1,East
East,3,9,False,True,True,False,1,1,5,7,4,10,7,1,East
East,4,9,False,True,True,False,1,1,4,7,5,10,7,1,East
East,5,9,False,True,True,False,1,1,4,7,4,10,7,1,North
North,5,10,False,True,True,False,1,1,4,6,4,9,7,1,South
South,5,9,False,True,True,False,1,1,4,7,3,9,7,1,West
West,4,9,False,True,True,False,1,1,5,7,2,9,7,1,South
South,4,8,False,True,True,False,1,1,6,7,2,9,7,1,East
East,5,8,False,True,True,False,1,1,6,6,2,9,7,1,East
East,6,8,False,True,True,False,1,1,6,6,2,10,7,1,South
South,6,7,False,True,True,False,1,1,6,6,2,9,7,1,South
South,6,6,False,False,True,False,1,1,3,1,2,8,7,1,West
West,5,6,False,False,True,False,1,1,3,1,3,8,7,1,West
West,4,6,False,False,True,False,1,1,3,1,3,8,7,1,North
North,4,7,False,False,True,False,1,1,3,1,3,9,7,1,North
North,4,8,False,False,True,False,1,1,3,1,2,9,7,1,West
West,3,8,False,False,True,False,1,1,3,1,3,9,7,1,North
Stop,4,12,True,True,True,True,9,3,11,7,19,12,22,9,Stop
Stop,4,12,True,True,True,True,9,3,12,7,18,12,22,9,East
East,5,12,True,True,True,True,10,3,12,8,18,12,21,9,East
East,6,12,True,True,True,True,10,3,12,9,18,11,21,8,East
East,7,12,True,True,True,True,10,4,12,8,19,11,22,8,East
East,8,12,True,True,True,True,10,4,12,7,19,12,22,7,East
East,9,12,True,True,True,True,10,3,13,7,19,11,22,7,South
South,9,11,True,True,True,True,11,3,13,6,19,11,22,7,South
South,9,10,True,True,True,True,10,3,13,5,19,10,22,7,South
South,9,9,True,True,True,True,10,3,13,5,19,9,22,6,South
South,9,8,True,True,True,True,11,3,13,6,20,9,21,6,South
South,9,7,True,True,True,True,12,3,14,6,20,10,21,7,South
South,9,6,True,True,True,True,12,4,14,5,20,11,22,7,South
South,9,5,True,True,True,True,12,5,13,5,20,10,23,7,East
East,10,5,True,True,True,True,12,4,13,6,19,10,23,6,East
East,11,5,True,True,True,True,12,5,13,5,19,10,22,6,South
South,11,4,True,True,True,True,11,5,12,5,19,11,22,6,East
East,12,4,True,False,True,True,11,6,3,1,20,11,22,6,West
North,12,5,True,False,True,True,12,6,3,1,19,11,23,6,West
West,11,5,True,False,True,True,12,6,3,1,20,11,23,5,East
North,11,6,True,False,True,True,13,6,3,1,19,11,23,5,East
East,12,6,True,False,True,True,14,6,3,1,20,11,22,5,East
East,13,6,True,False,True,True,14,5,3,1,20,11,22,5,East
East,14,6,True,False,True,True,15,5,3,1,20,10,22,4,South
South,14,5,True,False,True,True,15,6,3,1,19,10,22,4,East
East,15,5,True,False,True,True,14,6,3,1,18,10,21,4,East
East,16,5,True,False,True,True,15,6,3,1,19,10,21,4,West
North,16,6,False,False,True,True,1,1,3,1,18,10,22,4,North
North,16,7,False,False,True,True,1,1,3,1,18,10,23,4,North
North,16,8,False,False,True,True,1,1,3,1,18,9,23,4,North
North,16,9,False,False,True,True,1,1,3,1,18,9,23,3,East
North,16,10,False,False,True,True,1,1,3,1,17,9,22,3,East
East,17,10,False,False,True,True,1,1,3,1,17,9,22,3,South
South,17,9,False,False,False,True,1,1,3,1,5,1,22,4,South
South,17,8,False,False,False,True,1,1,3,1,5,1,22,3,East
East,18,8,False,False,False,True,1,1,3,1,5,1,22,4,East
East,19,8,False,False,False,True,1,1,3,1,5,1,22,4,East
East,20,8,False,False,False,True,1,1,3,1,5,1,22,5,South
South,20,7,False,False,False,True,1,1,3,1,5,1,21,5,South
South,20,6,False,False,False,True,1,1,3,1,5,1,22,5,South
South,20,5,False,False,False,True,1,1,3,1,5,1,22,4,East
South,20,4,False,False,False,True,1,1,3,1,5,1,22,4,East
Stop,14,1,True,True,True,True,10,13,13,13,14,13,17,13,Stop
Stop,14,1,True,True,True,True,10,13,13,13,15,13,17,13,West
West,13,1,True,True,True,True,11,13,14,13,16,13,16,13,West
West,12,1,True,True,True,True,11,13,14,14,15,13,16,13,North
North,12,2,True,True,True,True,10,13,13,14,15,13,15,13,North
North,12,3,True,True,True,True,10,13,13,14,16,13,15,13,West
West,11,3,True,True,True,True,11,13,14,14,16,13,16,13,West
West,10,3,True,True,True,True,12,13,14,15,15,13,16,13,West
West,9,3,True,True,True,True,13,13,13,15,14,13,16,13,North
North,9,4,True,True,True,True,13,13,12,15,14,14,17,13,North
North,9,5,True,True,True,True,12,13,12,16,13,14,16,13,North
North,9,6,True,True,True,True,13,13,12,16,13,14,17,13,East
East,10,6,True,True,True,True,13,13,12,16,14,14,16,13,East
East,11,6,True,True,True,True,13,13,12,16,14,13,15,13,East
East,12,6,True,True,True,True,12,13,12,15,13,13,15,13,North
North,12,7,True,True,True,True,13,13,11,15,14,13,16,13,North
North,12,8,True,True,True,True,13,13,10,15,15,13,17,13,North
North,12,9,True,True,True,True,14,13,9,15,16,13,16,13,West
West,11,9,True,True,True,True,13,13,8,15,17,13,16,13,West
West,10,9,True,True,True,True,12,13,8,15,16,13,15,13,West
West,9,9,True,True,True,True,11,13,8,14,16,13,15,13,West
West,8,9,True,True,True,True,10,13,8,14,16,13,16,13,North
North,8,10,True,True,True,True,11,13,8,15,16,13,16,13,North
North,8,11,True,True,True,True,10,13,8,14,15,13,16,13,North
North,8,12,True,True,True,True,10,13,8,15,16,13,17,13,North
North,8,13,True,True,True,True,11,13,8,14,16,13,17,13,North
North,8,14,True,False,True,True,11,13,2,1,15,13,16,13,North
North,8,15,True,False,True,True,12,13,3,1,16,13,16,13,East
East,9,15,True,False,True,True,13,13,3,1,16,13,17,13,East
East,10,15,True,False,True,True,12,13,4,1,17,13,16,13,East
East,11,15,True,False,True,True,12,13,5,1,17,13,17,13,East
East,12,15,True,False,True,True,12,13,6,1,17,13,17,13,East
East,13,15,True,False,True,True,13,13,5,1,17,13,16,13,South
South,13,14,False,False,True,True,1,1,6,1,17,13,16,13,East
East,14,14,False,False,True,True,2,1,7,1,17,13,17,13,South
South,14,13,False,False,True,True,2,1,7,1,17,13,17,13,East
East,15,13,False,False,True,True,2,1,8,1,17,13,17,13,East
East,16,13,False,False,True,True,1,1,9,1,17,13,17,13,East
